"place","date","amount"
"13217",2020-03-20,20.05
"13219",2020-03-15,10.05
"13219",2020-03-18,20.05
"13219",2020-03-19,20.05
"13219",2020-03-21,20.05
"13219",2020-03-22,30.05
"13221",2020-03-26,10.05
"13221",2020-04-02,10.05
"13221",2020-04-05,90.05
"13221",2020-04-06,10.05
"13221",2020-04-08,10.05
"13223",2020-03-11,10.05
"13223",2020-03-13,20.05
"13223",2020-03-16,10.05
"13223",2020-03-18,10.05
"13223",2020-03-19,10.05
"13225",2020-03-14,10.05
"13225",2020-03-16,10.05
"13225",2020-03-17,10.05
"13225",2020-03-20,10.05
"13225",2020-03-21,10.05
"13227",2020-03-15,20.05
"13227",2020-03-19,20.05
"13227",2020-03-23,10.05
"13227",2020-03-25,10.05
"13227",2020-03-27,10.05
"13229",2020-03-18,10.05
"13229",2020-03-24,10.05
"13229",2020-03-26,10.05
"13229",2020-03-27,20.05
"13229",2020-03-28,50.05
"13231",2020-03-23,10.05
"13231",2020-03-24,10.05
"13231",2020-03-29,10.05
"13231",2020-03-30,10.05
"13231",2020-03-31,10.05
"13233",2020-03-01,10.05
"13233",2020-03-15,20.05
"13233",2020-03-16,10.05
"13233",2020-03-19,40.05
"13233",2020-03-21,20.05
"13235",2020-03-19,10.05
"13235",2020-03-23,10.05
"13235",2020-03-24,10.05
"13235",2020-03-27,10.05
"13235",2020-03-29,20.05
"13237",2020-03-28,20.05
"13237",2020-04-01,10.05
"13237",2020-04-02,20.05
"13237",2020-04-07,10.05
"13237",2020-04-08,10.05
"13239",2020-03-29,10.05
"13239",2020-04-02,20.05
"13239",2020-04-22,10.05
"13239",2020-04-23,10.05
"13239",2020-04-28,10.05
"13241",2020-03-26,20.05
"13241",2020-03-31,10.05
"13241",2020-04-02,20.05
"13241",2020-04-04,10.05
"13241",2020-04-09,10.05
"13243",2020-03-15,10.05
"13243",2020-03-22,20.05
"13243",2020-03-26,20.05
"13243",2020-03-29,30.05
"13243",2020-03-30,80.05
"13245",2020-03-12,20.05
"13245",2020-03-15,60.05
"13245",2020-03-16,20.05
"13245",2020-03-18,10.05
"13245",2020-03-23,10.05
"13247",2020-03-15,10.05
"13247",2020-03-16,10.05
"13247",2020-03-18,20.05
"13247",2020-03-19,30.05
"13247",2020-03-20,20.05
"13249",2020-03-25,10.05
"13249",2020-03-26,30.05
"13249",2020-03-30,20.05
"13249",2020-04-02,40.05
"13249",2020-04-05,20.05
"13251",2020-03-26,10.05
"13251",2020-03-27,10.05
"13251",2020-04-02,10.05
"13251",2020-04-03,10.05
"13251",2020-04-05,10.05
"13253",2020-03-20,20.05
"13253",2020-03-23,10.05
"13253",2020-03-25,20.05
"13253",2020-03-26,10.05
"13253",2020-03-30,20.05
"13255",2020-03-15,20.05
"13255",2020-03-18,20.05
"13255",2020-03-19,10.05
"13255",2020-03-20,10.05
"13255",2020-03-21,50.05
"13257",2020-03-19,10.05
"13257",2020-03-23,10.05
"13257",2020-03-24,10.05
"13257",2020-03-26,10.05
"13257",2020-03-27,10.05
"13259",2020-03-26,10.05
"13259",2020-04-01,20.05
"13259",2020-04-03,10.05
"13259",2020-04-05,20.05
"13259",2020-04-08,20.05
"13261",2020-03-15,20.05
"13261",2020-03-20,30.05
"13261",2020-03-22,50.05
"13261",2020-03-23,10.05
"13261",2020-03-24,40.05
"13263",2020-03-26,10.05
"13263",2020-03-29,10.05
"13263",2020-03-30,10.05
"13263",2020-03-31,10.05
"13263",2020-04-01,10.05
"13265",2020-04-28,10.05
"13265",2020-06-07,10.05
"13265",2020-07-16,10.05
"13265",2020-07-17,20.05
"13265",2020-07-21,20.05
"13267",2020-03-18,10.05
"13267",2020-03-21,10.05
"13267",2020-03-29,10.05
"13267",2020-04-07,20.05
"13267",2020-04-17,10.05
"13269",2020-03-20,10.05
"13269",2020-03-26,10.05
"13269",2020-04-01,10.05
"13269",2020-04-02,20.05
"13269",2020-04-05,10.05
"13271",2020-03-29,20.05
"13271",2020-03-30,10.05
"13271",2020-03-31,10.05
"13271",2020-04-04,30.05
"13271",2020-04-05,20.05
"13273",2020-03-15,20.05
"13273",2020-03-19,10.05
"13273",2020-03-21,20.05
"13273",2020-03-22,10.05
"13273",2020-03-24,40.05
"13275",2020-03-20,10.05
"13275",2020-03-22,20.05
"13275",2020-03-23,30.05
"13275",2020-03-24,10.05
"13275",2020-03-26,20.05
"13277",2020-03-15,10.05
"13277",2020-03-16,10.05
"13277",2020-03-20,30.05
"13277",2020-03-22,60.05
"13277",2020-03-23,20.05
"13279",2020-03-21,10.05
"13279",2020-03-25,10.05
"13279",2020-03-26,10.05
"13279",2020-03-28,10.05
"13279",2020-03-29,10.05
"13281",2020-03-29,10.05
"13281",2020-04-02,10.05
"13281",2020-04-05,10.05
"13281",2020-04-09,50.05
"13281",2020-04-12,20.05
"13283",2020-04-01,10.05
"13283",2020-04-15,10.05
"13283",2020-04-23,10.05
"13283",2020-05-01,10.05
"13283",2020-05-02,10.05
"13285",2020-03-11,10.05
"13285",2020-03-13,10.05
"13285",2020-03-16,20.05
"13285",2020-03-19,20.05
"13285",2020-03-21,30.05
"13287",2020-03-15,10.05
"13287",2020-03-21,10.05
"13287",2020-03-25,10.05
"13287",2020-03-27,10.05
"13287",2020-03-28,10.05
"13289",2020-03-17,10.05
"13289",2020-03-20,10.05
"13289",2020-04-09,10.05
"13289",2020-04-11,10.05
"13289",2020-04-17,20.05
"13291",2020-03-28,10.05
"13291",2020-04-02,20.05
"13291",2020-04-03,10.05
"13291",2020-04-04,10.05
"13291",2020-04-05,10.05
"13293",2020-03-22,20.05
"13293",2020-03-23,20.05
"13293",2020-03-24,10.05
"13293",2020-03-28,10.05
"13293",2020-03-30,40.05
"13295",2020-03-27,20.05
"13295",2020-03-29,10.05
"13295",2020-04-02,10.05
"13295",2020-04-05,20.05
"13295",2020-04-09,40.05
"13297",2020-03-23,20.05
"13297",2020-03-24,30.05
"13297",2020-03-26,10.05
"13297",2020-03-27,60.05
"13297",2020-03-28,20.05
"13299",2020-03-21,10.05
"13299",2020-03-22,10.05
"13299",2020-03-24,30.05
"13299",2020-03-26,40.05
"13299",2020-03-27,10.05
"13301",2020-03-25,10.05
"13301",2020-03-26,20.05
"13301",2020-03-27,10.05
"13301",2020-03-31,10.05
"13301",2020-04-02,10.05
"13303",2020-03-18,10.05
"13303",2020-03-20,10.05
"13303",2020-03-27,20.05
"13303",2020-03-29,20.05
"13303",2020-04-02,50.05
"13305",2020-03-31,10.05
"13305",2020-04-01,10.05
"13305",2020-04-02,10.05
"13305",2020-04-06,10.05
"13305",2020-04-09,20.05
"13307",2020-03-26,10.05
"13307",2020-03-31,10.05
"13307",2020-04-01,10.05
"13307",2020-04-11,10.05
"13307",2020-04-13,10.05
"13309",2020-03-24,10.05
"13309",2020-04-04,10.05
"13309",2020-04-09,10.05
"13309",2020-04-22,10.05
"13309",2020-04-26,10.05
"13311",2020-03-20,10.05
"13311",2020-03-26,20.05
"13311",2020-03-31,10.05
"13311",2020-04-02,50.05
"13311",2020-04-03,10.05
"13313",2020-03-13,10.05
"13313",2020-03-17,10.05
"13313",2020-03-20,20.05
"13313",2020-03-21,10.05
"13313",2020-03-22,10.05
"13315",2020-03-26,10.05
"13315",2020-03-29,10.05
"13315",2020-04-04,30.05
"13315",2020-04-07,170.05
"13315",2020-04-08,20.05
"13317",2020-03-20,10.05
"13317",2020-03-26,10.05
"13317",2020-03-29,10.05
"13317",2020-04-01,10.05
"13317",2020-04-02,10.05
"13319",2020-03-26,10.05
"13319",2020-03-30,10.05
"13319",2020-04-01,10.05
"13319",2020-04-03,10.05
"13319",2020-04-04,40.05
"13321",2020-03-15,20.05
"13321",2020-03-18,10.05
"13321",2020-03-19,10.05
"13321",2020-03-21,10.05
"13321",2020-03-22,20.05
"15001",2020-03-18,20.05
"15001",2020-03-21,20.05
"15001",2020-03-22,10.05
"15001",2020-03-23,50.05
"15001",2020-03-25,20.05
"15003",2020-03-02,10.05
"15003",2020-03-05,10.05
"15003",2020-03-10,10.05
"15003",2020-03-11,20.05
"15003",2020-03-12,10.05
"15007",2020-03-09,10.05
"15007",2020-03-21,10.05
"15007",2020-03-22,30.05
"15007",2020-03-23,60.05
"15007",2020-03-25,10.05
"15009",2020-03-10,10.05
"15009",2020-03-12,10.05
"15009",2020-03-13,10.05
"15009",2020-03-15,20.05
"15009",2020-03-17,40.05
"36001",2020-03-07,20.05
"36001",2020-03-09,50.05
"36001",2020-03-11,80.05
"36001",2020-03-12,100.05
"36001",2020-03-13,110.05
"36003",2020-03-11,20.05
"36003",2020-03-24,40.05
"36003",2020-03-25,10.05
"36003",2020-03-26,20.05
"36003",2020-03-27,10.05
"36007",2020-03-08,10.05
"36007",2020-03-16,10.05
"36007",2020-03-17,10.05
"36007",2020-03-19,60.05
"36007",2020-03-20,20.05
"36009",2020-03-23,10.05
"36009",2020-03-24,30.05
"36009",2020-03-25,20.05
"36009",2020-03-27,10.05
"36009",2020-03-28,10.05
"36011",2020-03-19,20.05
"36011",2020-03-25,10.05
"36011",2020-03-26,10.05
"36011",2020-03-29,20.05
"36011",2020-03-30,10.05
"36013",2020-03-19,20.05
"36013",2020-03-23,30.05
"36013",2020-03-24,20.05
"36013",2020-03-27,10.05
"36013",2020-03-29,10.05
"36015",2020-03-18,20.05
"36015",2020-03-19,10.05
"36015",2020-03-21,40.05
"36015",2020-03-22,40.05
"36015",2020-03-23,10.05
"36017",2020-03-13,10.05
"36017",2020-03-16,10.05
"36017",2020-03-19,10.05
"36017",2020-03-22,10.05
"36017",2020-03-23,40.05
"36019",2020-03-12,10.05
"36019",2020-03-15,20.05
"36019",2020-03-16,10.05
"36019",2020-03-19,20.05
"36019",2020-03-20,40.05
"36021",2020-03-15,30.05
"36021",2020-03-16,40.05
"36021",2020-03-17,100.05
"36021",2020-03-19,10.05
"36021",2020-03-20,10.05
"36023",2020-03-17,20.05
"36023",2020-03-20,10.05
"36023",2020-03-22,10.05
"36023",2020-03-23,30.05
"36023",2020-03-24,10.05
"36025",2020-03-07,10.05
"36025",2020-03-19,20.05
"36025",2020-03-20,20.05
"36025",2020-03-21,20.05
"36025",2020-03-22,10.05
"36027",2020-03-07,10.05
"36027",2020-03-08,20.05
"36027",2020-03-09,10.05
"36027",2020-03-11,60.05
"36027",2020-03-12,60.05
"36029",2020-03-09,30.05
"36029",2020-03-11,40.05
"36029",2020-03-12,40.05
"36029",2020-03-13,90.05
"36029",2020-03-14,80.05
"36031",2020-03-12,10.05
"36031",2020-03-16,10.05
"36031",2020-03-17,10.05
"36031",2020-03-20,10.05
"36031",2020-03-21,10.05
"36033",2020-03-20,10.05
"36033",2020-03-22,10.05
"36033",2020-03-23,30.05
"36033",2020-03-24,10.05
"36033",2020-03-27,30.05
"36035",2020-03-16,10.05
"36035",2020-03-27,10.05
"36035",2020-03-28,40.05
"36035",2020-03-30,30.05
"36035",2020-04-01,20.05
"36037",2020-03-13,10.05
"36037",2020-03-20,10.05
"36037",2020-03-21,20.05
"36037",2020-03-22,20.05
"36037",2020-03-23,10.05
"36039",2020-03-11,20.05
"36039",2020-03-19,20.05
"36039",2020-03-21,10.05
"36039",2020-03-22,10.05
"36039",2020-03-23,10.05
"36041",2020-03-13,10.05
"36041",2020-03-16,10.05
"36041",2020-04-04,10.05
"36041",2020-05-01,20.05
"36041",2020-06-09,10.05
"36043",2020-03-07,10.05
"36043",2020-03-16,20.05
"36043",2020-03-19,10.05
"36043",2020-03-20,10.05
"36043",2020-03-21,20.05
"36045",2020-03-16,10.05
"36045",2020-03-19,10.05
"36045",2020-03-21,20.05
"36045",2020-03-23,20.05
"36045",2020-03-24,10.05
"36049",2020-03-26,20.05
"36049",2020-03-31,10.05
"36049",2020-04-01,30.05
"36049",2020-04-09,10.05
"36049",2020-04-11,10.05
"36051",2020-03-16,20.05
"36051",2020-03-19,10.05
"36051",2020-03-23,70.05
"36051",2020-03-25,30.05
"36051",2020-03-26,20.05
"36053",2020-03-18,10.05
"36053",2020-03-19,30.05
"36053",2020-03-20,30.05
"36053",2020-03-21,20.05
"36053",2020-03-22,80.05
"36055",2020-03-07,20.05
"36055",2020-03-11,90.05
"36055",2020-03-12,30.05
"36055",2020-03-13,50.05
"36055",2020-03-14,110.05
"36057",2020-03-11,10.05
"36057",2020-03-13,10.05
"36057",2020-03-16,10.05
"36057",2020-03-20,10.05
"36057",2020-03-21,10.05
"36059",2020-02-29,10.05
"36059",2020-03-02,30.05
"36059",2020-03-03,10.05
"36059",2020-03-04,120.05
"36059",2020-03-05,20.05
"36061",2020-02-26,10.05
"36061",2020-02-29,30.05
"36061",2020-03-01,70.05
"36061",2020-03-03,10.05
"36061",2020-03-04,70.05
"36063",2020-03-14,40.05
"36063",2020-03-16,50.05
"36063",2020-03-19,10.05
"36063",2020-03-20,20.05
"36063",2020-03-21,20.05
"36065",2020-03-12,10.05
"36065",2020-03-13,10.05
"36065",2020-03-16,20.05
"36065",2020-03-18,10.05
"36065",2020-03-19,50.05
"36067",2020-03-11,10.05
"36067",2020-03-12,10.05
"36067",2020-03-13,40.05
"36067",2020-03-14,10.05
"36067",2020-03-15,60.05
"36069",2020-03-11,10.05
"36069",2020-03-16,30.05
"36069",2020-03-19,20.05
"36069",2020-03-20,30.05
"36069",2020-03-21,20.05
"36071",2020-03-07,20.05
"36071",2020-03-08,10.05
"36071",2020-03-09,30.05
"36071",2020-03-11,50.05
"36071",2020-03-12,40.05
"36073",2020-03-21,20.05
"36073",2020-03-22,10.05
"36073",2020-03-25,10.05
"36073",2020-03-26,10.05
"36073",2020-03-27,10.05
"36075",2020-03-18,20.05
"36075",2020-03-21,20.05
"36075",2020-03-23,50.05
"36075",2020-03-24,10.05
"36075",2020-03-25,50.05
"36077",2020-03-18,10.05
"36077",2020-03-20,10.05
"36077",2020-03-21,10.05
"36077",2020-03-22,20.05
"36077",2020-03-23,20.05
"36079",2020-03-11,20.05
"36079",2020-03-14,30.05
"36079",2020-03-15,70.05
"36079",2020-03-16,190.05
"36079",2020-03-19,510.05
"36083",2020-03-12,10.05
"36083",2020-03-13,30.05
"36083",2020-03-15,40.05
"36083",2020-03-16,120.05
"36083",2020-03-19,130.05
"36087",2020-03-02,20.05
"36087",2020-03-04,20.05
"36087",2020-03-06,20.05
"36087",2020-03-07,10.05
"36087",2020-03-08,20.05
"36089",2020-03-19,10.05
"36089",2020-03-21,30.05
"36089",2020-03-23,40.05
"36089",2020-03-24,40.05
"36089",2020-03-25,10.05
"36091",2020-03-02,20.05
"36091",2020-03-07,10.05
"36091",2020-03-11,20.05
"36091",2020-03-12,40.05
"36091",2020-03-13,50.05
"36093",2020-03-08,10.05
"36093",2020-03-11,30.05
"36093",2020-03-12,10.05
"36093",2020-03-13,90.05
"36093",2020-03-16,180.05
"36095",2020-03-14,10.05
"36095",2020-03-20,10.05
"36095",2020-03-22,10.05
"36095",2020-03-23,20.05
"36095",2020-03-25,10.05
"36097",2020-03-23,10.05
"36097",2020-03-25,10.05
"36097",2020-03-28,10.05
"36097",2020-03-30,10.05
"36097",2020-04-05,10.05
"36099",2020-03-27,20.05
"36099",2020-03-28,20.05
"36099",2020-03-29,20.05
"36099",2020-03-31,30.05
"36099",2020-04-02,10.05
"36101",2020-03-15,20.05
"36101",2020-03-18,20.05
"36101",2020-03-19,40.05
"36101",2020-03-21,30.05
"36101",2020-03-22,10.05
"36103",2020-03-03,10.05
"36103",2020-03-06,50.05
"36103",2020-03-07,140.05
"36103",2020-03-08,80.05
"36103",2020-03-09,50.05
"36105",2020-03-12,10.05
"36105",2020-03-16,110.05
"36105",2020-03-19,110.05
"36105",2020-03-20,160.05
"36105",2020-03-21,140.05
"36107",2020-03-09,10.05
"36107",2020-03-21,10.05
"36107",2020-03-23,40.05
"36107",2020-03-25,10.05
"36107",2020-03-26,10.05
"36109",2020-03-09,10.05
"36109",2020-03-11,10.05
"36109",2020-03-13,40.05
"36109",2020-03-15,50.05
"36109",2020-03-17,40.05
"36111",2020-03-03,10.05
"36111",2020-03-06,10.05
"36111",2020-03-07,20.05
"36111",2020-03-08,10.05
"36111",2020-03-11,20.05
"36113",2020-03-13,10.05
"36113",2020-03-19,10.05
"36113",2020-03-22,60.05
"36113",2020-03-23,50.05
"36113",2020-03-24,50.05
"36115",2020-03-13,10.05
"36115",2020-03-19,20.05
"36115",2020-03-20,10.05
"36115",2020-03-22,20.05
"36115",2020-03-23,30.05
"36117",2020-03-15,10.05
"36117",2020-03-16,20.05
"36117",2020-03-19,30.05
"36117",2020-03-20,10.05
"36117",2020-03-21,10.05
"36119",2020-02-27,10.05
"36119",2020-02-28,90.05
"36119",2020-02-29,80.05
"36119",2020-03-01,10.05
"36119",2020-03-02,380.05
"36121",2020-03-12,10.05
"36121",2020-03-14,10.05
"36121",2020-03-19,20.05
"36121",2020-03-21,30.05
"36121",2020-03-24,10.05
"36123",2020-03-28,10.05
"36123",2020-04-05,10.05
"36123",2020-04-08,20.05
"36123",2020-04-09,20.05
"36123",2020-04-11,10.05
